user_id,number_transactions_sports,number_of_days_sports,number_of_geo_hash_sports
-25045223250363704709,2,2,1
-22030965620193703614,1,1,1
12120880839843370404,1,1,1
17763574682649370407,1,1,1
-6945475446693704355,2,2,1
-14460980544273703152,2,2,1
5833890871761370434,2,2,1
15994464167076370446,1,1,1
27535525322646370284,1,1,1
-11640874618143704691,1,1,1
-2939117704935370368,1,1,1
23422293242214370275,2,2,1
-20354205410793703071,2,2,1
-19143875517483703629,1,1,1
6538646522196370446,2,2,1
-16067759649423704256,1,1,1
21215150931891370236,2,2,1
2752238024119837020,1,1,1
-18750102740673704460,2,2,1
27390594186501370317,1,1,1
-21923414149413704322,1,1,1
-11451973487463702219,1,1,1
27393866780916370200,2,2,1
15274463896269370485,1,1,1
637854191361337032,2,2,1
-14874483397713703119,2,2,1
-24627435865623703530,1,1,1
-24570172601643704598,1,1,1
-6441305822223704274,1,1,1
-11694216208203704169,2,2,1
-10204875443343704169,1,1,1
-20278772512263703020,1,1,1
-12281729609673704967,1,1,1
504139277186737026,1,1,1
-17813296214913702300,2,2,1
23834428936464370440,1,1,1
-2997388426734370458,1,1,1
-571765849569370476,1,1,1
26877614318625370440,2,2,1
-261580685626537032,2,2,1
-25507264865823702411,1,1,1
-12869502040683702648,1,1,1
-21406122153213703479,2,2,1
130332194050263702,2,2,1
4140451255299370224,2,2,1
-26462212295343702441,1,1,1
2281390189508737023,1,1,1
-24625123033653702954,1,1,1
27041576569425370407,1,1,1
-16167223510233702420,2,2,1
-10326258654603702168,1,1,1
9156431720874370209,1,1,1
-20892132269133703506,1,1,1
-26389172294163702174,1,1,1
5108613253107370215,1,1,1
-13719025034163703950,1,1,1
-11786984215173703029,1,1,1
-3263433444813702519,1,1,1
7377038166390370233,2,2,1
13760319667536370236,1,1,1
17537567603412370422,2,2,1
-1288874604240370209,1,1,1
-7580521990593704043,2,2,1
22765719026307370233,3,3,1
-23342042301933703581,2,2,1
-4943666935353704070,2,2,1
8763888326268370257,1,1,1
10357021374855370386,2,2,1
-23573159058243704784,2,2,1
-5738570243073704751,2,2,1
-12244232476053702750,2,2,1
-6581913314553703896,2,2,1
-21324936739743703860,2,2,1
-21380922925203704259,2,2,1
17440614438777370410,2,2,1
-23181660933273702375,1,1,1
-26746417357833703146,1,1,1
10752729106110370368,1,1,1
10545243493047370218,1,1,1
21966594299235370245,2,2,1
-2058221332392370239,1,1,1
13469747421903370434,2,2,1
-15692503646463702360,2,2,1
2797499285485237047,2,2,1
1148960829036337032,3,3,1
-18057215959353702393,1,1,1
3896186856117370353,1,1,1
857691455477137038,1,1,1
-1798346870004370215,2,2,1
21330885641694370383,1,1,1
-18022855418013703659,1,1,1
-14219434650153703857,1,1,1
-24878719499733704679,1,1,1
-21263485440573704931,2,2,1
-24427991406063702777,1,1,1
-5147555947653703278,1,1,1
21622012884483370200,2,2,1
-26880245053113702489,1,1,1
-25899611397213702105,1,1,1
-1566809298297370212,2,2,1
-3765604349703704130,1,1,1
4748317999698370305,1,1,1
-6883883763033703500,1,1,1
6103724628207370467,2,2,1
-20770822501353702570,1,1,1
-338859635727370386,1,1,1
17739467187669370272,2,2,1
-2247375338166370464,2,2,1
-22157586369693704661,2,2,1
-4638909680943704040,3,3,1
14600998084536370317,1,1,1
-13767250119573702273,1,1,1
-2753313430431370497,1,1,1
-9976199946813703899,1,1,1
-17895834664533704511,1,1,1
-10601568207183702747,1,1,1
-17484655604163702900,1,1,1
11296372487448370497,1,1,1
-22753366620363702669,1,1,1
15186645136959370338,2,2,1
-5407237394193702963,1,1,1
4348387707531370389,1,1,1
-12296826606633702432,2,2,1
11769847554027370431,1,1,1
-27460088487903702927,1,1,1
24441919262253370260,1,1,1
15771555989751370494,1,1,1
26213794084809370437,1,1,1
10195210192152370401,1,1,1
-4819407318393703365,1,1,1
11872233167583370494,1,1,1
-3512958991923703056,1,1,1
4619812870707370416,2,2,1
21225595735758370434,2,2,1
-1953453214692370314,1,1,1
-19768277028753703758,1,1,1
-3603450550053702705,2,2,1
19388201969160370233,2,2,1
24892322656719370239,2,2,1
-11110714448883704958,1,1,1
-2198418524691370272,2,2,1
-26718051548793704610,1,1,1
-14147119396173704352,1,1,1
-27470524490823704370,1,1,1
-189665590571437020,1,1,1
15944905103895370476,1,1,1
25800237549519370209,1,1,1
16462835542254370269,3,3,1
6324738560670370212,2,2,1
2891844458911237044,1,1,1
3911605499235370209,2,2,1
20584110972912370305,1,1,1
21962062491054370236,1,1,1
-26858288545023703503,1,1,1
-11622815800863702483,1,1,1
-16609027240413702900,2,2,1
-26635699943133704460,2,2,1
16337683383411370356,1,1,1
-14608572064923704559,1,1,1
19114749525207370272,2,2,1
15973753452462370353,2,2,1
19332953637639370404,1,1,1
-6623125833003704979,1,1,1
24827343858465370278,1,1,1
2991055417352737026,1,1,1
-7573679564253704283,1,1,1
-9500164997313702456,2,2,1
21250878174705370458,2,2,1
-13036166003883703311,1,1,1
18543259062837370293,1,1,1
14593780069902370458,1,1,1
17363142248790370275,2,2,1
18803403877047370440,1,1,1
-97148790324037023,1,1,1
-24056103667113702504,1,1,1
14046047476545370338,1,1,1
-16973301262923704091,2,2,1
20542910050416370473,2,2,1
-14398677415383704811,2,2,1
-16555089685893703161,2,2,1
27231271788069370431,2,2,1
-21986445369183704583,2,2,1
26858762287509370395,1,1,1
680662203213637023,1,1,1
-18235358655183702984,1,1,1
17638899520485370401,1,1,1
-21646867430463704844,2,2,1
20331186817725370215,1,1,1
-10563565993893704745,2,2,1
5876680907934370263,2,2,1
27440448978063370230,2,2,1
-17761307638323702879,1,1,1
-13166450980563704955,1,1,1
14315390926002370338,1,1,1
5809104528066370470,1,1,1
5106720637875370335,2,2,1
-2564541495381370416,1,1,1
-398504090100370200,1,1,1
8042724143238370404,2,2,1
6103144494273370302,1,1,1
-2730416774358370362,1,1,1
-9453048069423704406,1,1,1
-8914287325863702894,1,1,1
-7541865017133704886,1,1,1
-15728702399433702318,1,1,1
-19193853938703703596,1,1,1
20016280546401370458,1,1,1
-20491219158753702192,1,1,1
1393355921455537035,2,2,1
-5349404314473704517,1,1,1
-22361995527363704088,1,1,1
-25714025551593703272,1,1,1
-5892060339453704190,1,1,1
-5473567080093704049,1,1,1
-21930251422023704097,4,4,1
2829434043148537035,2,2,1
-4646326596333702216,1,1,1
-20786789519223704886,2,2,1
-13024210078173702099,1,1,1
-27323516548353703032,1,1,1
16439496580446370371,2,2,1
19016000554929370248,1,1,1
10932514546410370320,1,1,1
21677185483920370203,1,1,1
-12074777055453704892,1,1,1
12046389884235370242,1,1,1
-12068468021973704898,2,2,1
-21509338872243703644,2,2,1
11231043997485370377,1,1,1
10839662388357370320,1,1,1
7060525984077370296,2,2,1
8659027566222370497,1,1,1
668632125175837044,2,2,1
-15565795249923702294,2,2,1
6298919366721370296,2,2,1
4101248147277370248,1,1,1
11257901859969370266,2,2,1
20452423362810370212,2,2,1
1712945507133037029,2,2,1
-26989032921543702180,2,2,1
438775239277837020,1,1,1
6123212870181370494,2,2,1
15105508979883370410,2,2,1
26958429264156370449,2,2,1
-3846257184903702147,2,2,1
-322915147215370254,2,2,1
-2247034236291370224,2,2,1
-5016880174473703062,3,3,1
14326178682153370260,2,2,1
-22134557242023702900,1,1,1
-22841256225963702,1,1,1
2661019990242037035,1,1,1
26568824966220370248,2,2,1
-27146554936563702930,2,2,1
-5648272293213702786,2,2,1
1067184901878637020,1,1,1
-15153855008403704364,1,1,1
4209706166376370320,2,2,1
-11523974565783702861,2,2,1
-15199975550343702861,1,1,1
-19498797919023704958,2,2,1
8137442321088370440,1,1,1
-26228290446213703248,2,2,1
-2379535837029370428,2,2,1
4341871574367370443,1,1,1
43602158576463702,2,2,1
-24455906688843702948,2,2,1
-22526004575283704868,1,1,1
2529597464799637038,1,1,1
-16937222218053703929,1,1,1
3727745556201370362,2,2,1
-11496072290823703113,1,1,1
4203595463757370347,2,2,1
-15943162644063703446,2,2,1
-26512466683473702000,2,1,1
-10384349016993703482,1,1,1
13604478279786370299,2,2,1
-15802616781933702810,2,2,1
820789408553137038,1,1,1
3464540857212370293,2,2,1
19553848584858370449,2,2,1
21644326413258370452,2,2,1
-18628678441923702456,2,2,1
-21047218853853703440,2,2,1
14267470285350370371,1,1,1
3698591868804370407,2,2,1
-23961337635423703350,2,2,1
-10233561149133704145,1,1,1
-13723866145563703635,2,2,1
27022921326072370452,1,1,1
20106345672828370431,1,1,1
-19685812988403702960,1,1,1
11593131466995370233,2,2,1
4055317088247370410,1,1,1
6085937396055370398,1,1,1
-5504856780513702900,1,1,1
-22517505886263704130,1,1,1
-5266026368043703590,2,2,1
11054146256001370425,2,2,1
46714897472523702,3,3,1
-2578340368089370245,2,2,1
1883482145222737023,1,1,1
-6543187939683704952,1,1,1
3956991814275370248,2,2,1
-26468739845793703260,2,2,1
14403924757008370257,1,1,1
-8017786252053703431,1,1,1
19068900487113370245,2,2,1
26684064532776370233,2,2,1
4616113660698370212,1,1,1
-13811118795393703908,1,1,1
-27469519452843702288,2,2,1
-1990732327440370233,2,2,1
-7284944217453704427,2,2,1
-837091968894370317,2,2,1
-23146767376863702801,1,1,1
-7441049333643704280,2,2,1
-19955511603423702249,1,1,1
-6244456896033702555,2,2,1
8097748593387370449,1,1,1
20373519128049370248,1,1,1
21746278087128370323,2,2,1
26901736649136370260,1,1,1
17546282712243370221,1,1,1
16960264067052370458,1,1,1
12647490978567370338,2,2,1
25969591508226370209,2,2,1
2647796797134037026,1,1,1
-2808782143146370320,1,1,1
-5896611569403704505,2,2,1
20125331988153370251,2,2,1
-21652411594803704067,2,2,1
-2422179530268370410,1,1,1
-25334328787773703122,2,2,1
422998351328737038,1,1,1
5178491632263370239,1,1,1
17514009891282370245,2,2,1
-4342292025663704787,1,1,1
26375169254187370209,2,2,1
26727919501335370440,2,2,1
10246447056708370302,1,1,1
3772528544160370371,1,1,1
-11036203541253702324,1,1,1
7754560780086370365,1,1,1
16329191243523370332,2,2,1
24315506047707370251,1,1,1
-5557058356413703863,2,2,1
-16689757515303704043,1,1,1
-3079914085833703047,1,1,1
4767254576784370404,1,1,1
2928807571434937020,1,1,1
-23854035097383702495,3,3,1
-24462880359093702768,1,1,1
-412501730685370227,2,2,1
-2985619119414370494,2,2,1
22885320172128370314,2,2,1
7301947883319370209,1,1,1
-19032839893563702378,1,1,1
-15918636685833702753,1,1,1
-5826694565673703035,2,2,1
-3448916605023702,1,1,1
-3874632249393704064,1,1,1
11611270627566370203,1,1,1
-27015922383693704952,2,2,1
20714812460115370203,1,1,1
9678262224000370206,2,2,1
-18694478104983703332,1,1,1
-17095607844513704445,2,2,1
-20215605769293704838,2,2,1
-985886615646370308,2,2,1
7811161239879370401,2,2,1
-14173916783883703236,1,1,1
21397805348064370470,1,1,1
-21478951666563703935,1,1,1
-7390986087813702861,1,1,1
-9575629265013702540,2,2,1
3980322844455370401,1,1,1
11402721317157370248,1,1,1
-8407110184143702771,1,1,1
-26883584142153704541,1,1,1
-3625772085753702084,2,2,1
-26398761856293703395,1,1,1
-10059819217203704262,1,1,1
19353300886671370257,1,1,1
7736873769249370230,1,1,1
8360103351732370305,1,1,1
-9127670609583702513,1,1,1
-23104676583783704433,1,1,1
-6087754197123703815,1,1,1
3300303043575370404,1,1,1
24383975212515370233,1,1,1
-7104890484183703773,1,1,1
25949983148682370485,1,1,1
1992761807639137035,1,1,1
-2984340982785370446,2,2,1
-13591453634313703440,2,2,1
16347065108931370245,2,2,1
17184738518229370407,2,2,1
-9315608809563703149,1,1,1
-8431021601103702966,1,1,1
23392867356909370476,1,1,1
-4614757809063704394,1,1,1
-27205984626273704490,1,1,1
-14664739754673704670,1,1,1
-10263659944803702795,1,1,1
-12597871247913702228,2,2,1
-18510263108223704655,2,2,1
-26463083519493704136,1,1,1
-10885181072583702849,1,1,1
18415953858885370467,2,2,1
-21519802080723704337,1,1,1
8714412821568370266,2,2,1
-341927273271370314,1,1,1
21231255652548370347,2,2,1
16747702420245370371,2,2,1
22288915969161370296,2,2,1
-16986691959933703962,1,1,1
17053381605750370215,1,1,1
-8780381859183702099,2,2,1
21835931311116370209,2,2,1
10619450448237370470,2,2,1
-15006579195813703878,2,2,1
27585898672533370389,2,2,1
10046111767476370428,1,1,1
-14903342589693703125,1,1,1
25255222163232370308,2,2,1
-21362831990703702660,1,1,1
-19918896012243704841,2,2,1
15137649961338370320,2,2,1
22043105148012370308,2,2,1
3054006133626370491,2,2,1
21594320407992370269,2,2,1
5874747777036370383,1,1,1
-10792646508093703509,2,2,1
5172042850608370227,2,2,1
-9740536741683702972,1,1,1
-5173206695103704658,1,1,1
9705017531187370305,2,2,1
1814236353453637038,2,2,1
-11945632923783704715,2,2,1
2386234935340237032,2,2,1
-26655984891333703842,2,2,1
-22360846312263704601,2,2,1
10795360725156370221,2,2,1
1076775308980837035,1,1,1
20091350469402370407,2,2,1
-27311542526643704229,1,1,1
1553121542414737029,2,2,1
-4061621507823704334,3,3,1
-5149442740203702216,2,2,1
18933107243718370395,1,1,1
27504827407260370422,2,2,1
-5328668583033703842,2,2,1
27325373841570370494,2,2,1
21650406002094370386,2,2,1
-720332539380370311,2,2,1
16667114777319370320,1,1,1
22465044588588370443,2,2,1
17718270388977370485,1,1,1
26474197196721370245,2,2,1
20559958727814370221,2,2,1
-11917219119363703833,1,1,1
21571281136230370275,2,2,1
24752642418603370224,2,2,1
26353041412632370230,1,1,1
-1619768421495370266,2,2,1
7127365502919370320,2,2,1
-5180668015443703488,2,2,1
6508948272876370236,2,2,1
-23059071339393703227,2,2,1
-26787484610283702429,1,1,1
1296456120424237038,2,2,1
26206789792287370281,1,1,1
-4632423548613703011,2,2,1
-3124972846203702792,2,2,1
-17497040519013702696,1,1,1
21650466364539370383,1,1,1
17324504650878370413,1,1,1
-4646519561583703398,1,1,1
1666038548292037023,1,1,1
-4748619601803704718,1,1,1
1366694206827637041,1,1,1
3595843978353370383,1,1,1
-9384037793313702039,1,1,1
3090949659528370293,1,1,1
-22310864410413704229,1,1,1
26095409827635370419,1,1,1
8804729325360370374,1,1,1
-21842208108543704781,1,1,1
-1281578417244370323,2,2,1
4430397039474370269,1,1,1
16831207252692370254,1,1,1
-20727723938583702087,1,1,1
15745709117430370284,1,1,1
-19114053254343702696,1,1,1
-20020706950323703428,2,2,1
-16077597098283703803,2,2,1
-7960041349533702237,2,2,1
-20222833535883702222,2,2,1
14862762411336370266,1,1,1
13841717742879370365,2,2,1
-821999690121370452,2,2,1
-25629434508603703635,2,2,1
-6359410152993703566,2,2,1
-11101717741113704304,1,1,1
-10610218032063703815,1,1,1
13949824428957370461,2,2,1
17211106431120370230,2,2,1
-12998984822943702876,1,1,1
12778372070700370287,1,1,1
3291606552951370305,1,1,1
-18176619406233704799,1,1,1
2777197903547437029,1,1,1
-25205552429283702996,1,1,1
9915187995774370494,2,2,1
18379756260165370305,1,1,1
23139840558747370242,2,2,1
-5488575189183703785,1,1,1
1121565617421637047,2,2,1
23646167464431370287,2,2,1
17746519293267370434,2,2,1
17210431905645370317,1,1,1
-22319563672953704925,2,2,1
21891592633728370302,1,1,1
1592959091397037035,1,1,1
19964891834979370233,1,1,1
-25531776403893704814,1,1,1
15997117732422370290,1,1,1
-3125329286943703713,1,1,1
23864356116060370368,1,1,1
18456775679496370308,1,1,1
-11051833143273702102,1,1,1
-11153922704553704667,2,2,1
-54806929825837041,2,2,1
25558813386678370482,2,2,1
15869488378671370434,2,2,1
9381411956691370344,2,2,1
2820054733276537020,2,2,1
-23536950335463702708,2,2,1
-13036129855383702645,2,2,1
-17802512475633703908,1,1,1
14238281647131370293,1,1,1
-15411318392853704883,2,2,1
-103665946659337020,1,1,1
10049216876292370335,2,2,1
-19421805749553703620,2,2,1
20151354491982370344,2,2,1
-1832497549362370209,1,1,1
18599390455245370257,2,2,1
5492620486632370383,2,2,1
-24947248716483702951,2,2,1
-24042643704543704226,1,1,1
-2065035383631370293,1,1,1
-15215754178773702333,1,1,1
-7596702512313703419,2,2,1
20039981605221370224,2,2,1
25996856974857370395,1,1,1
-13902721586343704949,2,2,1
-11419984728483704076,2,2,1
5142457749024370206,2,2,1
691633980513037044,2,2,1
-8171268915903704514,1,1,1
-16564029028323702201,1,1,1
9125142054984370320,1,1,1
-26292476784963704775,1,1,1
-1052300452401370383,2,2,1
23338235899080370455,1,1,1
22364009125443370401,1,1,1
-11774186615403704670,2,2,1
-23942608865673704751,2,2,1
5771902728738370434,2,2,1
-22689708995733704136,2,2,1
-15574883477043703338,1,1,1
16807761811014370461,1,1,1
-18991484502033704823,1,1,1
18689369563659370236,2,2,1
10806433697247370236,2,2,1
3741671323704370467,2,2,1
-11671272568593702717,1,1,1
4465438143963370398,2,2,1
3681942693558370344,2,2,1
24869649998382370302,1,1,1
-21816551275833704154,1,1,1
-10354903152363704463,4,4,1
-11362384160103703848,1,1,1
26501793912744370230,2,2,1
-18040710937413702408,2,2,1
26658355658532370344,2,2,1
-10127094753513702459,2,2,1
-8082850433193702999,1,1,1
-4805121743253703380,1,1,1
26276386028829370470,1,1,1
1832164392295837041,1,1,1
3824371516281370218,2,2,1
14631348755139370464,1,1,1
-2475332626488370296,2,2,1
20546995549935370335,1,1,1
17771819708739370209,1,1,1
-7340530556703704985,2,2,1
3175047349125370263,1,1,1
-14977631593713703542,2,2,1
1374265517994337026,1,1,1
-12952829903583704733,1,1,1
-14803218591573704214,1,1,1
-4111250391513704259,2,2,1
151379746122663702,1,1,1
-8158537730193703905,1,1,1
-24189678545013703941,1,1,1
18694688679762370482,1,1,1
12281244411444370350,1,1,1
-27436116249333704007,1,1,1
11874818451681370365,2,2,1
15340231187259370230,1,1,1
3428357726850370440,2,2,1
-27573053419923702735,2,2,1
-19166163173313702978,1,1,1
-19063785906393703173,1,1,1
-22222620843063704973,2,2,1
-6776483856183703869,2,2,1
3559666298184370317,2,2,1
-9363442789023702369,2,2,1
8522396650542370434,2,2,1
-1855994062065370422,1,1,1
23066123243697370392,1,1,1
10589169807324370365,1,1,1
4496576186598370245,2,2,1
8319106399092370434,2,2,1
-14843061537303704595,2,2,1
-7744416278583703530,2,2,1
-17960261109933702465,2,2,1
-22480676796423704793,1,1,1
23213358063900370362,1,1,1
13990307397813370446,1,1,1
24907281434553370338,1,1,1
9694361061813370284,1,1,1
3483709565415370296,2,2,1
-19089609381723703638,2,2,1
2832587998240237020,2,2,1
-20866946670513704115,2,2,1
-19048813834563702696,1,1,1
8363538121581370338,1,1,1
-9765111365583702468,1,1,1
-2533947574725370368,1,1,1
-17037721672473702213,1,1,1
5872021819425370485,1,1,1
13698367599090370320,1,1,1
2258890955199637029,1,1,1
-14775036037293702309,1,1,1
27556677367503370227,1,1,1
13178075586903370281,1,1,1
12711123161589370482,2,2,1
15530899711659370437,1,1,1
19589388735234370491,1,1,1
-13908097028283702951,3,3,1
1076973388239037038,2,2,1
-2929499797947370356,1,1,1
-4671142860393703572,1,1,1
12649607196855370485,1,1,1
-23124182385993703284,1,1,1
14835638148099370470,1,1,1
-11184563039523704871,1,1,1
-13852175220633702150,2,2,1
-15787325751063702801,2,2,1
-8162240646753703233,1,1,1
-8172969737703703542,1,1,1
-17696376843423702726,1,1,1
-27277402472193703464,2,2,1
26726138341512370428,1,1,1
-2698815188598370230,1,1,1
4547386196307370491,1,1,1
-17318860903833704253,1,1,1
23457709854234370329,2,2,1
545495921464237029,2,2,1
4095436460052370314,2,2,1
5498773756341370446,2,2,1
27589521834444370287,1,1,1
19875831436803370479,1,1,1
21983288077443370488,2,2,1
25700590635273370212,2,2,1
22206739056501370254,2,2,1
-10260002701563704397,1,1,1
-9035944562823702528,1,1,1
19719415241607370332,1,1,1
-8802361837173704622,1,1,1
-12089057759553702843,2,2,1
-11773721787723702975,2,2,1
-20598859839633704361,1,1,1
10054701078687370302,1,1,1
19871947162452370422,1,1,1
-21320254300383703080,2,2,1
21433746176961370443,3,3,1
4562712100383370320,1,1,1
20087904562272370278,2,2,1
-19074192291363703569,1,1,1
3805959334632370479,2,2,1
-14039235801753703479,2,2,1
-9506230668873703383,2,2,1
-9623806188603704136,1,1,1
12481230153687370479,2,2,1
-2923861707798370434,2,2,1
9738814317519370443,1,1,1
-22234017571293702813,2,2,1
-11804895098703704901,1,1,1
20819658770886370206,1,1,1
11487687401361370287,1,1,1
-23621449019853704622,1,1,1
12855660440841370407,1,1,1
-11146467280383703992,2,2,1
879389075055937041,2,2,1
7998766640943370308,2,2,1
1459050928389937020,2,2,1
25565526984195370275,2,2,1
11666514543432370278,2,2,1
-14482183369473702615,2,2,1
6318621753918370203,1,1,1
-7792280825913702708,2,2,1
12129581450127370302,2,2,1
-12292028881713703053,1,1,1
20161969980915370233,2,2,1
-11177011838193703365,1,1,1
-19214833551513704838,2,2,1
16713262048290370404,2,2,1
-16124429439543704160,2,2,1
25793010187941370245,1,1,1
-7488093857373704487,2,2,1
-9836731334823703710,1,1,1
-2860292829336370212,2,2,1
19518042521076370278,2,2,1
577823842397137047,1,1,1
12198186862449370410,2,2,1
1518025733449537047,2,2,1
-11082776489253704874,2,2,1
19294458485622370203,2,2,1
-613030753812370446,1,1,1
-13848776505873702939,2,2,1
11392843886499370209,2,2,1
-16239415442883702312,2,2,1
3441886878240370266,1,1,1
8230173275241370344,1,1,1
-14885798714673702375,1,1,1
19662159297504370296,1,1,1
-3636699752673703998,1,1,1
-14403327159873702816,1,1,1
-14831626799283704808,1,1,1
-15377832825843702006,1,1,1
-15648267559203702588,1,1,1
1993160757630337032,1,1,1
10796250032082370257,1,1,1
22268154210717370413,1,1,1
11774764192395370464,1,1,1
2132601171170437029,1,1,1
-19684754824293702711,1,1,1
23234546668011370200,2,2,1
13260147777387370200,1,1,1
-22100192563263702192,1,1,1
10466166878328370401,2,2,1
-18355403571003704253,2,2,1
16463904165852370296,2,2,1
-1663987676868370299,2,2,1
23867665416759370341,1,1,1
22147412783739370485,2,2,1
20125219751286370215,1,1,1
23214240313488370233,1,1,1
3336727346712370395,1,1,1
3994041931179370251,1,1,1
-17989458626673704226,1,1,1
22694669997246370425,1,1,1
-3035467776123704955,1,1,1
9497735124264370479,1,1,1
3565679143470370431,1,1,1
-27553563367743704379,1,1,1
16241974793781370473,2,2,1
-11905417413003703182,2,2,1
22832507450196370419,2,2,1
9529476808203370419,1,1,1
-18825290991753703632,1,1,1
8232318781998370434,1,1,1
15445127420031370212,1,1,1
-9300571256523704562,2,2,1
-20536267540953704094,1,1,1
-11513046050133703398,1,1,1
17620675154100370332,1,1,1
-15351922718223704010,2,2,1
-341597356182370413,1,1,1
25285592857386370401,1,1,1
10971159020157370290,2,2,1
4075567322844370479,2,2,1
-14240193804063702432,2,2,1
-15230088138813702465,1,1,1
16189489344105370224,1,1,1
-6906171312483704517,1,1,1
16958951379717370218,2,2,1
27152029151982370359,2,2,1
-25172637147003704454,3,3,1
644079319393237029,2,2,1
-23804411450853704652,2,2,1
-17515217310753703572,2,2,1
-14307105608433703959,1,1,1
-8950819132413703821,1,1,1
17820734917437370410,2,2,1
25584153164019370335,1,1,1
15775325996208370248,1,1,1
-19007664580893702462,1,1,1
21192856847274370266,1,1,1
-2440926684729370308,1,1,1
13475162037273370239,1,1,1
16463926943031370260,2,2,1
-12691024286883702195,2,2,1
7259301891228370407,2,2,1
-17084922763293702864,2,2,1
5893583313300370326,1,1,1
-23158381174773704397,1,1,1
23956193093424370296,2,2,1
-22591705899273703398,1,1,1
6888953965410370446,2,2,1
1087769852672437044,2,2,1
-24025291149393704469,2,2,1
-10949660878203704307,1,1,1
9010155777510370254,1,1,1
-5035497733713703422,1,1,1
-5267742869523703110,2,2,1
-19633184343183703251,2,2,1
3526389786156370371,2,2,1
-21823740467643704910,1,1,1
25744439447757370266,1,1,1
-14354419689063704043,2,2,1
-12914256404973704097,1,1,1
1940085060681637038,2,2,1
-24383570893803702915,2,2,1
19935675874716370206,2,2,1
4365289487808370359,1,1,1
18227616944133370302,1,1,1
-8296188702033703071,1,1,1
4438124993424370332,1,1,1
-21539145030963703320,1,1,1
-21865379526963704451,1,1,1
22479998259333370242,1,1,1
77690860215543702,1,1,1
-19968044148783702405,1,1,1
12840492025335370266,1,1,1
-25245943151073702447,2,2,1
-16338853667193702861,1,1,1
24961060217421370380,1,1,1
27434199490164370428,2,2,1
-2015153822412370290,1,1,1
-25237996791753702735,2,2,1
-11754524274003702720,2,2,1
-16499372676303703812,2,2,1
-15945584398203702618,2,2,1
-24812369979213703530,1,1,1
-17883323233533704547,1,1,1
-5112204989703702225,1,1,1
22478071282095370482,1,1,1
-13418288499183703068,1,1,1
-20172636096003703002,1,1,1
-1498078399410370404,2,2,1
5544376684983370464,1,1,1
8215617336483370419,2,2,1
-15729165697533704103,2,2,1
-22529725817793704835,1,1,1
26892437549244370407,1,1,1
-23738059964973702135,1,1,1
-13355227299903702219,1,1,1
10302043176312370446,1,1,1
24568226951772370326,1,1,1
6110939770197370386,1,1,1
13249453564143370395,1,1,1
13660721572896370278,1,1,1
-21433393366683704136,1,1,1
-27423013098183703416,1,1,1
-7185273203043703722,1,1,1
18367683920301370248,1,1,1
-9626550941853704640,2,2,1
-1324806198270370344,2,2,1
-18757286176623704406,1,1,1
-20812165399383703050,1,1,1
-26215856304903704898,2,2,1
24507139647777370383,2,2,1
26084366708133370221,3,3,1
26661254915184370230,1,1,1
-457061730780370479,1,1,1
-9049701357153702552,2,2,1
10835767010139370218,1,1,1
8303409524442370362,2,2,1
-21860848457013704490,2,2,1
14719521737874370230,1,1,1
458824426034437047,1,1,1
-24019943608623703950,2,2,1
-2401688212506370209,1,1,1
24750404353524370326,2,2,1
3002848363410370407,1,1,1
4096112388186370494,1,1,1
3864592685544370494,1,1,1
13147313948223370311,1,1,1
-25313422909563703368,2,2,1
-22831676290803703974,1,1,1
-26603106892533704454,2,2,1
27051576531363370365,1,1,1
26703465137034370290,1,1,1
2618199466398337023,1,1,1
13428675317052370260,2,2,1
10616375048556370428,2,2,1
-11228969153313703779,2,2,1
-8630217414933704127,1,1,1
-26914121338353702354,1,1,1
16522166249694370404,2,2,1
-27241664844003702864,1,1,1
-7812058566123704895,1,1,1
-20644209508443704358,1,1,1
20278953224157370272,1,1,1
-26864312921763703194,2,2,1
-6707033013543702324,1,1,1
17535157924509370437,2,2,1
-8578395031803703626,1,1,1
11630527943928370365,1,1,1
-13703653364793703248,1,1,1
-25732769537733702669,1,1,1
-18465781531023703113,1,1,1
-5642551136043703137,2,2,1
25050499662012370440,2,2,1
-21724903897083703113,2,2,1
12769230920700370290,2,2,1
22244919280170370326,1,1,1
-9322008469953704454,2,2,1
-7743437661153703611,2,2,1
-15827457621993703185,2,2,1
22125307358769370212,1,1,1
12746505349815370449,2,2,1
-26356613475333704928,2,2,1
-8670339918813702795,1,1,1
23988939455751370260,1,1,1
21605413353369370494,1,1,1
-1545045696252370347,1,1,1
-27525558824883703515,1,1,1
-1432503782292370266,1,1,1
17934865874949370218,1,1,1
4996858667850370470,1,1,1
7572556922853370353,1,1,1
1594762350299737035,1,1,1
6881497765248370419,1,1,1
5596338625065370449,1,1,1
11317407306384370218,2,2,1
-17071211376843703254,1,1,1
7396116593736370224,1,1,1
13543210228455370461,1,1,1
18550908325128370224,2,2,1
-9668168283603703254,2,2,1
-14991775077363704187,2,2,1
2631591244322437026,3,3,1
-6252823121913702321,1,1,1
-4879802827113702090,2,2,1
-15119880224103703920,1,1,1
-11950416339093704445,4,4,1
-19912197285003702417,1,1,1
11244976284708370362,2,2,1
-21721763706603704985,1,1,1
-4673685144213702033,1,1,1
-8327632914873702864,1,1,1
1683552072375037023,1,1,1
7630628011419370383,2,2,1
-14779211887023702000,1,1,1
3523033504821370203,2,2,1
21559305321099370437,1,1,1
-908672873130370218,1,1,1
1220376565395937032,1,1,1
