user_id,number_transactions_drinks,number_of_days_drinks,number_of_geo_hash_drinks
14128768035873370392,2,2,1
18243576427260370311,2,2,1
-22948553580783704910,1,1,1
17746519293267370434,4,4,1
-24142782257073703104,1,1,1
3289814143044370245,1,1,1
-7031305672413704718,1,1,1
3559666298184370317,2,2,1
10412951001240370257,1,1,1
-27277402472193703464,2,2,1
-24334987036203702168,2,2,1
-21724903897083703113,2,2,1
14603894458056370365,2,2,1
-23025579795753704187,2,2,1
-7743437661153703611,2,2,1
-16999495818213702258,2,2,1
-17439551451723702597,2,2,1
-19679289224283702714,2,2,1
1366811407554037032,2,2,1
4886673301086370389,2,2,1
1116813755064337041,2,2,1
-5550762168603704895,2,2,1
21057610007619370449,2,2,1
26743062523998370278,2,2,1
12361404016197370350,2,2,1
-14261544507183704676,2,2,1
6166697951577370311,2,2,1
9915187995774370494,2,2,1
-9550577652753704043,2,2,1
-17737192547253702402,2,2,1
-21172042751133702105,2,2,1
9413234131701370224,2,2,1
21784919072379370242,3,3,1
4730070390615370302,2,2,1
7326726601632370227,2,2,1
12771777412185370230,2,2,1
-7254028552293704448,2,2,1
3025286585469370284,2,2,1
-23312041609233703428,2,2,1
7769079319725370488,1,1,1
12711123161589370482,2,2,1
26890713900963370392,2,2,1
20134705114194370263,1,1,1
18632047002567370488,1,1,1
-11593816623363703677,1,1,1
-24675741157353704337,2,2,1
6868194475953370497,2,2,1
13178075586903370281,1,1,1
-5201854861503702753,1,1,1
17706980967153370239,2,2,1
14839921792635370395,1,1,1
-3562554684543702168,2,2,1
17497915013721370215,1,1,1
-25214002426233702762,2,2,1
13814668131777370431,2,2,1
1788303019002937035,2,2,1
5951836305339370434,2,2,1
6469177073445370455,1,1,1
13119278325612370263,2,2,1
26402272841133370341,1,1,1
12528901246146370305,2,2,1
18139063878501370419,2,2,1
-18964694204583704835,2,2,1
-3960133825563704937,2,2,1
22091204657985370461,2,2,1
10460119540071370260,2,2,1
19812744414957370464,1,1,1
27556677367503370227,1,1,1
16745962288683370467,2,2,1
-16021206607203702696,3,3,1
19077463258611370254,2,2,1
1703654411742337047,3,3,1
21626688121908370323,1,1,1
-11983902966033702057,1,1,1
9288657787155370479,3,3,1
-2648184564492370383,2,2,1
2339921153952037041,2,2,1
-7022980750203703083,2,2,1
-549739805154370284,1,1,1
-3100494293583704802,1,1,1
18834343109505370473,3,3,1
-24223182318483702231,1,1,1
-17400889309173702375,2,2,1
6878730388572370245,1,1,1
25404896941041370257,2,2,1
1580703345739837041,1,1,1
1713965759854537047,2,2,1
16743191094936370221,1,1,1
-21233099700603704454,1,1,1
-23657839627173704166,2,2,1
-21296204177343704745,3,3,1
-3326693659173703002,2,2,1
-21980052258783702156,1,1,1
-22048935561633703623,2,2,1
-14761966407783702483,2,2,1
24427976951712370200,2,2,1
-4974396013533703818,1,1,1
-1619768421495370266,2,2,1
6914092832115370482,2,2,1
24441919262253370260,1,1,1
-16562544297573702648,1,1,1
-12844260726363702765,2,2,1
21508333360098370431,2,2,1
15186645136959370338,2,2,1
-154464618514237032,2,2,1
11807746343571370461,2,2,1
-7235989684053704262,2,2,1
-4143315439323702195,2,2,1
-23961684903153704253,2,2,1
-12982726823613704868,1,1,1
-20465994175173702342,1,1,1
5771902728738370434,2,2,1
25913593096116370230,1,1,1
-3150883657113702681,1,1,1
23934660086226370416,2,2,1
-1543099061667370449,1,1,1
-26425822600293702981,1,1,1
14970680142618370209,2,2,1
2797499285485237047,2,2,1
-25405085250903702966,2,2,1
-19328485614753704769,2,2,1
986683320142837026,2,2,1
12046389884235370242,1,1,1
-7531215096333703605,1,1,1
-16973301262923704091,2,2,1
3010774612278370287,1,1,1
-16330710542193702837,1,1,1
-22547524014333704148,1,1,1
7880700202599370254,2,2,1
-26919050789553703734,2,2,1
-20656195723683704214,1,1,1
20335199948004370311,2,2,1
-15860463811173704397,2,2,1
26545885315737370236,2,2,1
20990784909999370389,2,2,1
18452574233661370452,1,1,1
17574338681124370341,2,2,1
27003810333924370359,1,1,1
-17784794804763702093,1,1,1
-14760807391533704253,1,1,1
-2126377099272370320,1,1,1
-3823392013293702441,1,1,1
-12771810220683703647,1,1,1
-7252044313383704886,1,1,1
-14359722817323704859,1,1,1
-23804411450853704652,2,2,1
2276442132530737023,1,1,1
-166387226546437029,2,2,1
19882429443171370323,2,2,1
-1528873940892370290,2,2,1
-596247899031370479,1,1,1
11495110202217370494,1,1,1
17276135121510370230,1,1,1
-6807279740613703461,1,1,1
-13459314870513702012,2,2,1
6890088101709370437,2,2,1
-8029726203243704037,2,2,1
23728785640098370377,1,1,1
7032946481958370290,1,1,1
-26512466683473702000,2,1,1
27427842637836370344,1,1,1
-19931470360593702825,2,2,1
-4974966045003703908,1,1,1
9265265656227370335,1,1,1
-1777153337796370320,1,1,1
-20112844565373703164,1,1,1
-20974555593783703017,1,1,1
7023861318315370491,1,1,1
12140051834757370425,1,1,1
-16564029028323702201,1,1,1
-10788848385783702096,1,1,1
-23693298835773703143,1,1,1
9869136749808370305,1,1,1
-8872872401673703389,1,1,1
21507303766674370218,2,2,1
-15290543729103704223,2,2,1
-17406786156303703269,2,2,1
-15011024876433704730,1,1,1
-1498816860900370491,2,2,1
-2475332626488370296,2,2,1
27393866780916370200,2,2,1
-16804177447143703662,1,1,1
-13443100757943703764,1,1,1
12105269713197370494,1,1,1
8559196698834370416,1,1,1
8702757371547370248,2,2,1
-11014104222033704157,1,1,1
-20563827456993704493,2,2,1
6509470317456370461,2,2,1
-7500494334603703779,2,2,1
-16338236630523704181,3,3,1
-8017786252053703431,1,1,1
20543003767602370221,1,1,1
9045390420333370446,4,4,1
-1873890455082370272,2,2,1
24831006524715370266,2,2,1
-18628678441923702456,2,2,1
-16533310271493703497,3,3,1
-14005486106523704532,3,3,1
-2451594388725370494,2,2,1
-27138174441753703179,2,2,1
16840358037915370344,2,2,1
25500932846667370398,2,2,1
-12544243935993703890,1,1,1
8455399674063370494,2,2,1
10635903355872370467,1,1,1
12508930749996370332,2,2,1
20816990180745370362,2,2,1
10431068883327370200,2,2,1
-24916739828763704967,1,1,1
24509566074270370329,1,1,1
3822780252069370224,1,1,1
-13146412423143702327,1,1,1
550498595522737026,1,1,1
19020416710320370356,1,1,1
-26822172170073704157,1,1,1
-12359029927593703923,2,2,1
10106084490540370212,1,1,1
10769364747843370458,2,2,1
-16123224535983702987,2,2,1
1478181026400337029,2,2,1
-4771063262493703674,2,2,1
22211481996531370488,2,2,1
-3646638003423702117,1,1,1
-5201155856523703110,2,2,1
-14854394531943702327,2,2,1
13018470447450370449,2,2,1
27332122998960370260,1,1,1
-12481617834303703713,1,1,1
-18976700254683704994,1,1,1
-26343842833533702711,1,1,1
24258458322231370359,1,1,1
25768342862496370266,1,1,1
24008530709394370293,1,1,1
-11047545357153702906,1,1,1
2789985747962437041,1,1,1
-2665533919824370398,1,1,1
-24390947606793702036,2,2,1
-26668551379053704058,1,1,1
18976451124240370221,2,2,1
-16571583374313704889,1,1,1
-4710926587953702669,1,1,1
-4388832269853702525,1,1,1
8853437869983370383,1,1,1
5567345661492370257,2,1,1
-8909778922143703941,1,1,1
-10878193590603702414,1,1,1
15098617638876370323,1,1,1
4416387994956370383,1,1,1
-25531776403893704814,1,1,1
-8802361837173704622,1,1,1
17620675154100370332,1,1,1
15775325996208370248,1,1,1
-15861258082203704898,2,2,1
11296372487448370497,1,1,1
5544376684983370464,1,1,1
-16330848029283704511,1,1,1
-9827034429753703452,1,1,1
-18376466530323703191,1,1,1
5430071408616370254,1,1,1
16660566990720370473,1,1,1
-26930298949893704862,3,3,1
-11000091905253702648,1,1,1
11864888994045370254,2,2,1
9817929789450370392,2,2,1
1661287006513837020,1,1,1
12656973000663370347,1,1,1
-108109516531237041,2,2,1
-10243691432073702744,2,2,1
-11158901262453703239,2,2,1
-23756787152163704820,1,1,1
-4269749526513703212,2,2,1
22206240066603370491,2,2,1
14693381459715370221,1,1,1
12621736651644370380,1,1,1
13463370972336370332,1,1,1
6078999355839370404,1,1,1
-9336705582393702822,1,1,1
-3917029698213703956,1,1,1
-16660669164213704679,2,2,1
-15006107259933702591,1,1,1
-11917596727383703341,2,2,1
21171471851064370347,2,2,1
-23128996899123702441,1,1,1
8587961087259370389,1,1,1
-7082003944983703887,1,1,1
-394963358157370245,2,2,1
20418295305267370362,2,2,1
-15925759171653704940,2,2,1
25608941010609370332,2,2,1
-18609440516193704667,2,2,1
-26475069388713703347,2,2,1
7990236579864370437,2,2,1
-22232167284033704892,2,2,1
17012608134180370296,2,2,1
18599390455245370257,2,2,1
16865254588395370434,1,1,1
21953067635139370428,2,2,1
-1033744946148370422,1,1,1
10246447056708370302,1,1,1
10167216392793370227,1,1,1
8064801468063370371,2,2,1
-20790575604573703035,2,2,1
2380451101703137038,2,2,1
-25335209949003703170,2,2,1
27022921326072370452,1,1,1
22606513617708370416,3,3,1
-27601038337593704874,1,1,1
-22361995527363704088,1,1,1
5393361115194370287,1,1,1
-12147192519783702768,1,1,1
-8312123350863703725,1,1,1
12283125111273370410,1,1,1
-24058895061933702300,1,1,1
-3309831738453704034,1,1,1
-25912146764433703632,1,1,1
-18510263108223704655,2,2,1
77690860215543702,1,1,1
13841717742879370365,2,2,1
8770992918171370254,1,1,1
26409319093434370350,2,2,1
-15605375866863702843,1,1,1
24487311206556370443,2,2,1
-2100708898806370323,1,1,1
17135371965807370341,1,1,1
15137649961338370320,2,2,1
7393726681173370254,1,1,1
27122109999759370287,1,1,1
-9019041501213702018,1,1,1
17290887944220370494,2,1,1
-20712606331953704043,2,2,1
853797380230237026,1,1,1
18174148912023370203,1,1,1
-283668944972437035,1,1,1
5910461292438370206,1,1,1
-14806122483993702786,1,1,1
20480076051264370344,1,1,1
-19678773322473704733,1,1,1
-14219434650153703857,1,1,1
7953252296172370224,3,3,1
-5818213648623703572,1,1,1
-24878719499733704679,1,1,1
6604859954529370389,1,1,1
7712071752228370236,2,2,1
-10885181072583702849,1,1,1
18933879830910370302,1,1,1
-12373501152273704262,1,1,1
-20656089048423704364,1,1,1
-25201310065563704637,1,1,1
-18504888896583703188,1,1,1
6793656834861370338,1,1,1
-19800427249953702546,1,1,1
21012005377986370374,1,1,1
-25793211544143704970,1,1,1
23856081434166370437,1,1,1
576428036421037038,2,2,1
-19511753017173703434,2,2,1
7282729841847370275,2,2,1
-4632423548613703011,2,2,1
-11380898396343704922,2,2,1
-26245680532503702039,2,2,1
24150322771794370347,2,2,1
25158684562587370386,1,1,1
-2152075471566370356,1,1,1
-1785361738872370365,2,2,1
9478826036400370245,2,2,1
7044778707393370359,1,1,1
9750505245675370242,2,2,1
-16389130690083704910,1,1,1
26776651843167370365,2,2,1
24092546256447370308,1,1,1
18210224460087370491,1,1,1
-392013169545370329,1,1,1
6835200718662370248,1,1,1
2843511224304637026,2,2,1
-20511492305493702051,2,2,1
1648598976993037041,2,2,1
-9035944562823702528,1,1,1
25234823621910370395,1,1,1
8719839408288370302,1,1,1
-3653207458683704649,2,2,1
-23198361576963704547,1,1,1
6175271384583370458,3,3,1
-971613077457370470,2,2,1
17881313987478370401,2,2,1
4746172287414370296,1,1,1
-5159042090823702471,1,1,1
-17683926828543704439,2,2,1
-21303907364493702000,1,1,1
12923524291431370284,2,2,1
-27238505042763703797,2,2,1
8606003656113370296,1,1,1
-936611294850370323,2,2,1
8773627331223370299,1,1,1
15048458102319370284,2,2,1
20130661648911370497,2,2,1
8557343815131370425,2,2,1
-25587404055273702693,2,2,1
-5264038619343702588,2,2,1
14215221244845370272,6,6,1
-8305791112413702066,1,1,1
12690946770429370362,1,1,1
22694669997246370425,1,1,1
22514794316073370233,1,1,1
-25133095442643702543,1,1,1
11774764192395370464,1,1,1
-19968044148783702405,1,1,1
-9273802832163702729,1,1,1
17845229617917370215,1,1,1
825483103099537035,2,2,1
24376441696692370278,2,2,1
-25733711681133703563,1,1,1
-14505661017243704274,1,1,1
-1050701573274370356,1,1,1
-6111795267273703488,1,1,1
-2551809448284370299,1,1,1
27243017247660370266,1,1,1
-21062702885553704970,1,1,1
-12689817192093702222,1,1,1
-14797137688473704913,2,2,1
22542070731630370344,1,1,1
-4583991700743704211,1,1,1
-10563565993893704745,2,2,1
-15788913497793703794,1,1,1
-228392773794637023,1,1,1
-24558987080283703302,1,1,1
2217068819469337026,1,1,1
7232886102219370353,1,1,1
-24205552674213702720,2,2,1
-18592408500213702024,2,2,1
-16909551955083704406,3,3,1
-27226463777343702210,1,1,1
3117726917769370485,1,1,1
-12594743592393703314,1,1,1
-26937119061393703467,2,2,1
25558813386678370482,2,2,1
-14588072472183702339,2,2,1
-25962046186683704607,1,1,1
16584389261694370338,2,2,1
-5738570243073704751,2,2,1
27289617465084370461,1,1,1
-10026301829673703152,1,1,1
11078414242398370293,1,1,1
13290852877737370254,2,2,1
-4362501308913703794,3,3,1
1087050188208037038,2,2,1
11433149149275370380,2,2,1
13154003907528370413,2,2,1
19752137103057370362,2,2,1
-10839323359203703548,1,1,1
-11194227406203703938,1,1,1
1457440534314037041,1,1,1
88983846948063702,1,1,1
-13351452450903702927,1,1,1
-15920168360673703212,1,1,1
2320355339332237026,1,1,1
-14634235005003702288,2,2,1
-13575381583083703404,1,1,1
-26277164724483703029,1,1,1
-3678943959363702783,2,2,1
20147909013306370389,2,2,1
9396295893075370362,1,1,1
27083928615486370449,2,2,1
-27045817158663702480,2,2,1
20159805821364370242,2,2,1
-3069998112963702615,2,2,1
11419941437067370212,2,2,1
980218130141437041,2,2,1
-14608572064923704559,1,1,1
14411526547710370338,2,2,1
703256875996537038,2,2,1
-8708867226603702357,1,1,1
-4323719077233702033,2,2,1
-14164625161443704118,1,1,1
-11926614342123704820,2,2,1
-9778316646363702786,2,2,1
10535318680245370215,2,2,1
-20483010223413702447,2,2,1
-1543381430430370302,2,2,1
19406490374541370383,2,2,1
-6711512885163702963,2,2,1
5717951016492370380,2,2,1
22005911172852370353,2,2,1
-2115698754828370440,2,2,1
-26810675651253703131,2,2,1
-5147555947653703278,3,3,1
-22559140375893702228,1,1,1
-821999690121370452,2,2,1
27040109787591370440,2,2,1
4053411713559370266,2,2,1
-11917219119363703833,1,1,1
-7263225241443702501,2,2,1
21983288077443370488,2,2,1
-11657112777933703692,2,2,1
19977715022154370488,2,2,1
-26633874953103704310,2,2,1
-19673844560613704460,1,1,1
-9946556007153702456,2,2,1
-24248178970773704961,1,1,1
-17461375081383704082,2,2,1
-5883391053483702783,1,1,1
4733680659108370437,1,1,1
5184810812904370488,2,2,1
12840142073529370368,1,1,1
-12786145467273704751,2,2,1
-18074877903243704058,2,2,1
1940085060681637038,2,2,1
26351342748768370296,2,2,1
14582559573555370398,2,2,1
-4812003099153702444,2,2,1
10728164220153370329,1,1,1
-26093211129663702303,2,2,1
21513651600228370254,2,2,1
-10512784246953704469,1,1,1
27395581972119370491,1,1,1
-14885798714673702375,1,1,1
24799249762890370260,1,1,1
-3636699752673703998,1,1,1
18459481666599370263,1,1,1
-17960261109933702465,2,2,1
-22078516107423704316,1,1,1
15051954516522370278,1,1,1
-23181660933273702375,1,1,1
19969453877142370479,1,1,1
-12555134195703703020,1,1,1
9875323268394370221,2,2,1
22868557124049370350,3,3,1
-17721594056883702171,1,1,1
5553846555012370368,1,1,1
-22582646970483704430,1,1,1
-5822250648093702273,1,1,1
-16165988970123704565,1,1,1
-9285959649423703698,1,1,1
-10894470986913704784,2,2,1
-9398827174143702417,1,1,1
-16005575861433702879,1,1,1
2691907931586937038,2,2,1
-3846903351543702237,2,2,1
-11711927825433704910,2,2,1
5230385123436370299,1,1,1
-999926114454370206,1,1,1
6208398221025370287,2,2,1
-19224457841943704988,3,3,1
11633255101179370242,1,1,1
-11946149674173702189,1,1,1
10545243493047370218,1,1,1
24685274119494370488,1,1,1
6924494870004370401,2,2,1
-4114325476113702999,1,1,1
-14500890378693703644,1,1,1
-2778551739819370479,2,2,1
6552845901744370470,3,3,1
24507139647777370383,2,2,1
5091484367316370341,2,2,1
22742624409651370467,2,2,1
-2044008600405370236,2,2,1
22656730857909370440,2,2,1
-14493514620993704931,2,2,1
1756548120241537029,2,2,1
-14394141138513703080,2,2,1
-10729456268433703614,2,2,1
-27548264046483704331,3,3,1
-13625868039033702924,3,3,1
26884495814925370245,2,2,1
-12280610511423703029,2,2,1
-17627886657693703023,3,3,1
-19038154163163702606,1,1,1
-16715624251353704982,2,2,1
-10848682688043703335,2,2,1
-7531834859313702429,2,2,1
-14441685454473702444,1,1,1
-6129380923233702282,3,3,1
-22346265810693704550,1,1,1
11285000178981370413,2,2,1
23087458058175370254,2,2,1
-26653810711353702663,1,1,1
20703622191597370389,2,2,1
7442762406681370425,1,1,1
10796250032082370257,1,1,1
23392867356909370476,1,1,1
5549650542207370488,1,1,1
-5385064429023702657,2,2,1
-1586861143338370347,1,1,1
-21489404922033702849,1,1,1
-16338853667193702861,1,1,1
-25170829131303704112,1,1,1
10280298881457370443,1,1,1
8215617336483370419,2,2,1
-18235785598683703524,1,1,1
5487697798464370395,1,1,1
-8736192425163704790,1,1,1
-3444782780553704922,1,1,1
26471900244459370488,1,1,1
10022068230999370236,1,1,1
-5113397315433702501,1,1,1
-10324122861063704052,1,1,1
8951727221211370236,1,1,1
10752729106110370368,1,1,1
10572864537579370494,1,1,1
24593465559798370230,1,1,1
-12340623312933703248,1,1,1
11265941075394370434,1,1,1
5898240497913370467,1,1,1
-4873388165193702732,1,1,1
15412208859045370209,1,1,1
-1265416038726370311,1,1,1
7524523294899370452,2,2,1
16168017928449370419,1,1,1
6480368619078370350,1,1,1
8360103351732370305,2,2,1
-26712458604813703932,1,1,1
-1996889450766370257,2,2,1
-20536267540953704094,1,1,1
-12818252531013703773,1,1,1
5596338625065370449,1,1,1
-1622195704518370446,1,1,1
-19547602978953704004,2,2,1
-1005937643151370374,1,1,1
4456365912768370320,1,1,1
-4953236193933703725,1,1,1
-12864016453323704772,1,1,1
-3379871892003704685,1,1,1
19999362775383370350,2,2,1
-4356366543963704391,1,1,1
3240527251215370227,2,2,1
134993732600463702,1,1,1
26729966691864370419,1,1,1
9344407674237370419,1,1,1
25533784818111370464,1,1,1
2562368093243137023,3,3,1
-12941964150873702942,2,2,1
3937797791772370362,2,2,1
-3136111326183702990,2,2,1
-26851403232483704958,1,1,1
-27486661398783702780,1,1,1
14687763025674370359,1,1,1
-13166450980563704955,1,1,1
-8459909610903702846,2,2,1
11155158838143370458,2,2,1
-14282701447503704178,1,1,1
24149674521945370386,2,2,1
22291911597585370398,2,2,1
24178500576630370494,2,2,1
-25511106646593704937,2,2,1
8189296332609370377,2,2,1
-11496072290823703113,1,1,1
8611306755495370401,2,2,1
-11369759664093702393,1,1,1
-12791056601013704514,2,2,1
-8296188702033703071,1,1,1
17791788326031370380,1,1,1
19353300886671370257,1,1,1
-21693347726553703047,1,1,1
-11424467522223703308,1,1,1
-10155554142933703065,1,1,1
-25547850216573704226,2,2,1
13507232247987370371,1,1,1
22948020220479370431,2,2,1
-21547763718363702210,2,2,1
16202864557488370446,1,1,1
1516916862092437038,2,2,1
14570872165281370473,1,1,1
-4793339571963704871,2,2,1
-17572061841033703119,2,2,1
-5574488733213703509,2,2,1
-26621081119983703083,2,2,1
-6804456302613702318,1,1,1
26439141486432370293,2,2,1
18589844564895370458,1,1,1
-13229804120823703269,1,1,1
-26787484610283702429,1,1,1
-24067525622253702033,1,1,1
25284239773005370329,3,3,1
-20070540762633703854,1,1,1
10545219981426370476,1,1,1
15239912427912370482,1,1,1
-12417412335843702018,1,1,1
-9172297560333703725,1,1,1
4091402615463370353,1,1,1
-11259331875543702684,2,2,1
8650933739454370332,2,2,1
27031785114843370404,2,2,1
-22505386564773704703,2,2,1
7907040387909370440,2,2,1
1167048618362437020,2,2,1
7985576796750370389,2,2,1
-7682796977763703911,2,2,1
25467750451518370485,1,1,1
23409340314513370335,1,1,1
1807683708852637044,2,2,1
-21735660866613704688,1,1,1
-3206916139503703125,3,3,1
-6503786873913703758,1,1,1
15357081125289370347,1,1,1
-13010189514153702387,1,1,1
7475317655166370257,2,2,1
-2936872172457370449,2,2,1
-4747519254093703605,2,2,1
-26635360529073702501,2,2,1
20639713898388370467,2,2,1
-22760972679273703215,2,2,1
-15994518019803702342,2,1,1
14199844696329370389,2,2,1
21040228262649370215,1,1,1
-16819701560733703746,1,1,1
-18610220609673703611,1,1,1
-26685285488313702861,1,1,1
-16667216018103702660,1,1,1
6334932829689370353,2,2,1
-2540156768673370410,2,2,1
17221855620402370353,2,2,1
19331529419142370356,1,1,1
-17225552814813702921,1,1,1
-23978400950613702153,2,2,1
-27103028034543704100,2,2,1
-23927869876653703653,1,1,1
-3755134321863704241,1,1,1
-24125925042903702033,1,1,1
12494181455268370473,1,1,1
-14385261097623702936,1,1,1
-23104676583783704433,1,1,1
-11558920987893703035,1,1,1
-23781481952643702690,1,1,1
-18062962691223704562,1,1,1
-18235358655183702984,1,1,1
1805065998412837035,1,1,1
25920875485563370458,1,1,1
-5411383774773704508,1,1,1
24626411035710370299,1,1,1
-2229917955093370215,1,1,1
-4684092095613702495,1,1,1
-24941551944333703365,1,1,1
-26389172294163702174,1,1,1
6447276342414370341,1,1,1
6951936345186370326,2,2,1
-9312873479763702132,1,1,1
26825519431164370464,1,1,1
20905215589788370317,2,2,1
24979540984056370305,1,1,1
-3873951312963702315,2,2,1
-17713213006023704946,1,1,1
4692327653163370410,2,2,1
-13225928099853703233,1,1,1
12866114522877370323,2,2,1
-11137927626543703743,1,1,1
-12750001624443702108,1,1,1
13298701384926370323,2,2,1
-13261750492113703512,1,1,1
-11267028496113703899,1,1,1
13429652028375370416,2,2,1
7514850257277370416,2,2,1
-19375573538133704763,1,1,1
9222429265740370470,2,2,1
9566514956697370320,2,2,1
-2413568691768370305,1,1,1
23112658811304370410,2,2,1
2178488589008437038,2,2,1
-10354903152363704463,4,4,1
9331076538294370329,1,1,1
-2323925409909370485,2,2,1
-8939332968003703353,2,2,1
-21857000418513702399,3,3,1
-2480827614051370449,2,2,1
-15634226265423704064,2,2,1
-13074082784673702882,2,2,1
-5690515258563702924,2,2,1
-16039623500763704958,2,2,1
20542910050416370473,2,2,1
8586283741020370434,2,2,1
-26187552465513703974,2,2,1
26208879404511370386,2,2,1
26538420478143370209,2,2,1
-2744812563468370284,1,1,1
23565447753483370341,1,1,1
-25172637147003704454,3,3,1
-8777676045003702873,2,2,1
22455600515682370242,2,2,1
-4004476557483702660,1,1,1
12172771119438370344,1,1,1
9363564976407370464,1,1,1
-27083125133883703212,2,2,1
-9310097804103703527,2,2,1
23735846617578370458,1,1,1
-24631014634953702369,1,1,1
-14720918880813702687,1,1,1
12649607196855370485,1,1,1
-1152956792124370311,1,1,1
-5919883648383704904,1,1,1
20964628414149370455,1,1,1
4604659898724370443,1,1,1
12111506816145370413,1,1,1
-10598169055713703515,1,1,1
-13355126155263702327,1,1,1
1540247984723737032,1,1,1
-20512881184623702264,1,1,1
17756056923303370275,1,1,1
-9384037793313702039,1,1,1
13727801699184370377,1,1,1
10163952455304370338,1,1,1
14687201068335370473,1,1,1
-8443754973753703113,1,1,1
-7687013302863704865,1,1,1
19196338666953370365,1,1,1
-25662323683353702975,1,1,1
-21480689118963703539,2,2,1
13361253005379370209,1,1,1
-26505192189033703215,1,1,1
-2451729610764370362,1,1,1
25239178116339370497,1,1,1
12382532973333370407,1,1,1
20316725723871370494,1,1,1
-52699943680537044,1,1,1
-21758555161173704388,1,1,1
-10969109406873703287,1,1,1
6093533165202370236,1,1,1
26231777982837370233,2,2,1
27023584375608370440,2,2,1
11260737189987370476,2,2,1
14946242617344370338,2,2,1
-18965179268733702831,1,1,1
473595027368437044,1,1,1
-1059040747308370269,1,1,1
8570709433572370227,1,1,1
25614754053090370284,1,1,1
22126456668213370470,2,2,1
-8646260855103703536,1,1,1
20922428895300370317,1,1,1
-9810597984093703773,1,1,1
7096219947864370287,1,1,1
19871947162452370422,1,1,1
26507476014936370266,2,2,1
15494505374610370350,1,1,1
-12009669401913704013,1,1,1
-5602332022293703278,1,1,1
17645654374086370269,1,1,1
-7564309689573702735,1,1,1
-17349194649063703041,1,1,1
15852172306761370458,2,2,1
-3571440249213704124,3,3,1
22778655524898370401,2,2,1
-25885579445163703305,2,2,1
-11011999868913703215,2,2,1
-1430712673542370440,2,2,1
-19670163684783704877,2,2,1
3245794061886370332,1,1,1
7998766640943370308,2,2,1
4277590140363370281,1,1,1
-7058440731993704961,2,2,1
14772579884850370290,2,2,1
-10487632048473702099,1,1,1
-6932824276053702681,2,2,1
11873576067753370224,2,2,1
-2627250270402370308,2,2,1
17072561006988370287,1,1,1
13262508630918370434,1,1,1
-24912137784633704463,1,1,1
23675942970111370212,2,2,1
21377742289662370341,2,2,1
-20772901566183703380,1,1,1
-21576390522243703803,2,2,1
6755040698424370407,3,3,1
18379658332791370419,3,3,1
-9102757043883703137,2,2,1
9112166802528370422,1,1,1
24383975212515370233,1,1,1
8160061797489370380,1,1,1
-24773513922633702990,1,1,1
-8875176257283702714,1,1,1
12008431135506370407,1,1,1
-8667794704653703080,1,1,1
6871595116884370410,1,1,1
-10856781750663702162,2,2,1
-10361090195643702720,1,1,1
-26732684602773704523,1,1,1
-23537978117613702408,2,2,1
19155283996407370212,1,1,1
-13774793999403704883,2,2,1
-16020594672543703206,1,1,1
23281626194025370410,1,1,1
2647796797134037026,1,1,1
432272660793337044,1,1,1
8360437248852370215,1,1,1
-14831626799283704808,1,1,1
24895358166195370338,1,1,1
-18621910262733703152,1,1,1
12796864230618370242,1,1,1
-10237249088163703644,1,1,1
-25065354753213704982,1,1,1
-13646287230783704112,1,1,1
-12009823383903704649,1,1,1
-17267032665453703383,1,1,1
-9114853315953704439,1,1,1
-6253803907623702642,1,1,1
26284834610919370479,2,2,1
-18141037890603702522,1,1,1
-8578395031803703626,1,1,1
-20425879026333704556,1,1,1
-13977062343873702018,1,1,1
23422293242214370275,3,3,1
-17529986854173703209,1,1,1
14976867590730370347,2,2,1
2832028016540437038,2,2,1
12923235899751370299,1,1,1
3830455764888370326,2,2,1
10914137101359370266,2,2,1
18445402717644370302,2,2,1
18830407587738370233,2,2,1
15304435031082370392,2,2,1
-19626060895293702264,3,3,1
-24471413852073702672,2,2,1
3443196432453370308,2,2,1
27463710752562370209,1,1,1
13100813947593370365,3,3,1
-1130732701686370413,1,1,1
-791006039859370446,1,1,1
-12466347715773704805,1,1,1
-22747280818353702582,1,1,1
13495443561606370341,2,2,1
10880099003853370359,2,2,1
-11327670329403702558,1,1,1
-17994172034913702627,2,2,1
14183327421717370482,2,2,1
-16117335824733703320,1,1,1
-11618623184703702354,2,2,1
-10414258487793704328,3,3,1
-7964358790053702822,2,2,1
-20297485776783703809,2,2,1
-3758875555653702111,2,2,1
-6171680222823704265,2,2,1
23756456407278370215,2,2,1
-16395846001023702765,1,1,1
20802612583050370482,1,1,1
-9899525332653702996,2,2,1
-9276786462123703449,1,1,1
-16768982267433702849,1,1,1
19185234426597370380,1,1,1
-23370010622403703254,1,1,1
-14406210599883703434,1,1,1
-22564329722943703305,1,1,1
17297310402474370323,1,1,1
20994944957352370368,2,2,1
15900525192984370434,1,1,1
14628541308471370218,1,1,1
-23699845729443703998,1,1,1
26863551816912370290,1,1,1
5572146122376370251,1,1,1
-16640727421713702900,1,1,1
26042420371176370386,1,1,1
-8214455159643702939,1,1,1
-3105124505703704985,1,1,1
-14664739754673704670,1,1,1
-15518393902503703398,1,1,1
-19424717407533704169,1,1,1
504139277186737026,1,1,1
-7540164735453703359,2,2,1
-27272287416483702822,1,1,1
-4034560876173702783,2,2,1
-7912560787173704118,2,2,1
-22926908127663702822,2,2,1
-16904879496663702,2,2,1
-6737244668343702876,2,2,1
4732113496038370464,1,1,1
